Product,Total_Customers,Churned_Customers,Churn_Rate,Avg_Churn_Rate,Churn_Lift,Product_Label
COFFEE MUG CAT + BIRD DESIGN,50,0,0,0.032,-0.032,Hero_Product
COFFEE MUG DOG + BALL DESIGN,38,0,0,0.032,-0.032,Hero_Product
COFFEE MUG PEARS DESIGN,48,0,0,0.032,-0.032,Hero_Product
COLOURED GLASS STAR T-LIGHT HOLDER,72,0,0,0.032,-0.032,Hero_Product
CUPCAKE LACE PAPER SET 6,45,0,0,0.032,-0.032,Hero_Product
DANISH ROSE ROUND SEWING BOX,33,0,0,0.032,-0.032,Hero_Product
CHARLIE & LOLA WASTEPAPER BIN FLORA,50,0,0,0.032,-0.032,Hero_Product
BUNDLE OF 3 SCHOOL EXERCISE BOOKS,80,0,0,0.032,-0.032,Hero_Product
CAKE PLATE LOVEBIRD WHITE,31,0,0,0.032,-0.032,Hero_Product
CAKE STAND LOVEBIRD 2 TIER WHITE,48,0,0,0.032,-0.032,Hero_Product
CARD CIRCUS PARADE,43,0,0,0.032,-0.032,Hero_Product
CAMOUFLAGE LED TORCH,64,0,0,0.032,-0.032,Hero_Product
CERAMIC BOWL WITH STRAWBERRY DESIGN,31,0,0,0.032,-0.032,Hero_Product
ASSORTED COLOUR T-LIGHT HOLDER,44,0,0,0.032,-0.032,Hero_Product
ASSORTED BOTTLE TOP MAGNETS,45,0,0,0.032,-0.032,Hero_Product
ANTIQUE TALL SWIRLGLASS TRINKET POT,51,0,0,0.032,-0.032,Hero_Product
ANGEL DECORATION STARS ON DRESS,66,0,0,0.032,-0.032,Hero_Product
ANTIQUE ALL GLASS CANDLESTICK,69,0,0,0.032,-0.032,Hero_Product
BALLOON ART MAKE YOUR OWN FLOWERS,52,0,0,0.032,-0.032,Hero_Product
BALLOON PUMP WITH 10 BALLOONS,48,0,0,0.032,-0.032,Hero_Product
BALLOON WATER BOMB PACK OF 35,36,0,0,0.032,-0.032,Hero_Product
BLUE POLKADOT BOWL,51,0,0,0.032,-0.032,Hero_Product
BICYCLE PUNCTURE REPAIR KIT,169,0,0,0.032,-0.032,Hero_Product
BLUE CALCULATOR RULER,47,0,0,0.032,-0.032,Hero_Product
BLACK TEA TOWEL CLASSIC DESIGN,53,0,0,0.032,-0.032,Hero_Product
4 IVORY DINNER CANDLES SILVER FLOCK,53,0,0,0.032,-0.032,Hero_Product
3 TIER CAKE TIN GREEN AND CREAM,37,0,0,0.032,-0.032,Hero_Product
3 WHITE CHOC MORRIS BOXED CANDLES,93,0,0,0.032,-0.032,Hero_Product
36 FOIL HEART CAKE CASES,38,0,0,0.032,-0.032,Hero_Product
12 COLOURED PARTY BALLOONS,44,0,0,0.032,-0.032,Hero_Product
20 DOLLY PEGS RETROSPOT,63,0,0,0.032,-0.032,Hero_Product
3 HOOK PHOTO SHELF ANTIQUE WHITE,93,0,0,0.032,-0.032,Hero_Product
3 RAFFIA RIBBONS 50'S CHRISTMAS,132,0,0,0.032,-0.032,Hero_Product
3 RAFFIA RIBBONS VINTAGE CHRISTMAS,37,0,0,0.032,-0.032,Hero_Product
ADULT APRON APPLE DELIGHT,38,0,0,0.032,-0.032,Hero_Product
AIRLINE BAG VINTAGE JET SET BROWN,34,0,0,0.032,-0.032,Hero_Product
ALPHABET STENCIL CRAFT,77,0,0,0.032,-0.032,Hero_Product
ALUMINIUM STAMPED HEART,49,0,0,0.032,-0.032,Hero_Product
6 CHOCOLATE LOVE HEART T-LIGHTS,41,0,0,0.032,-0.032,Hero_Product
A PRETTY THANK YOU CARD,44,0,0,0.032,-0.032,Hero_Product
FELTCRAFT HAIRBAND RED AND BLUE,88,0,0,0.032,-0.032,Hero_Product
FILIGREE HEART BUTTERFLY WHITE,49,0,0,0.032,-0.032,Hero_Product
FILIGREE HEART DAISY WHITE,36,0,0,0.032,-0.032,Hero_Product
FANCY FONT BIRTHDAY CARD;,53,0,0,0.032,-0.032,Hero_Product
FOLKART ZINC HEART CHRISTMAS DEC,51,0,0,0.032,-0.032,Hero_Product
FOOD CONTAINER SET 3 LOVE HEART,57,0,0,0.032,-0.032,Hero_Product
FRENCH BLUE METAL DOOR SIGN 4,30,0,0,0.032,-0.032,Hero_Product
DELUXE SEWING KIT,76,0,0,0.032,-0.032,Hero_Product
DOORMAT 3 SMILEY CATS,43,0,0,0.032,-0.032,Hero_Product
DOILY THANK YOU CARD,73,0,0,0.032,-0.032,Hero_Product
ENAMEL WATERING CAN CREAM,31,0,0,0.032,-0.032,Hero_Product
EMPIRE GIFT WRAP,34,0,0,0.032,-0.032,Hero_Product
EGG FRYING PAN PINK,42,0,0,0.032,-0.032,Hero_Product
HI TEC ALPINE HAND WARMER,36,0,0,0.032,-0.032,Hero_Product
HENRIETTA HEN MUG,47,0,0,0.032,-0.032,Hero_Product
HEART DECORATION WITH PEARLS,53,0,0,0.032,-0.032,Hero_Product
JOY WOODEN BLOCK LETTERS,70,0,0,0.032,-0.032,Hero_Product
IVORY HANGING DECORATION HEART,39,0,0,0.032,-0.032,Hero_Product
IVORY PILLAR CANDLE SILVER FLOCK,36,0,0,0.032,-0.032,Hero_Product
IVORY RETRO KITCHEN WALL CLOCK,43,0,0,0.032,-0.032,Hero_Product
I LOVE LONDON MINI BACKPACK,49,0,0,0.032,-0.032,Hero_Product
ICE CREAM BUBBLES,63,0,0,0.032,-0.032,Hero_Product
GIN AND TONIC DIET METAL SIGN,64,0,0,0.032,-0.032,Hero_Product
GLASS CLOCHE SMALL,33,0,0,0.032,-0.032,Hero_Product
GLASS HEART T-LIGHT HOLDER,34,0,0,0.032,-0.032,Hero_Product
GLITTER HANGING BUTTERFLY STRING,60,0,0,0.032,-0.032,Hero_Product
GLASS SONGBIRD STORAGE JAR,35,0,0,0.032,-0.032,Hero_Product
GLASS STAR FROSTED T-LIGHT HOLDER,46,0,0,0.032,-0.032,Hero_Product
HANGING QUILTED PATCHWORK APPLES,43,0,0,0.032,-0.032,Hero_Product
HANGING JAM JAR T-LIGHT HOLDERS,56,0,0,0.032,-0.032,Hero_Product
HANGING HEART BONHEUR,54,0,0,0.032,-0.032,Hero_Product
GROW YOUR OWN FLOWERS SET OF 3,48,0,0,0.032,-0.032,Hero_Product
GLITTER HEART GARLAND WITH BELLS,56,0,0,0.032,-0.032,Hero_Product
GLITTER STAR GARLAND WITH BELLS,42,0,0,0.032,-0.032,Hero_Product
GOLD MUG BONE CHINA TREE OF LIFE,56,0,0,0.032,-0.032,Hero_Product
GRAND CHOCOLATECANDLE,87,0,0,0.032,-0.032,Hero_Product
GREEN METAL BOX ARMY SUPPLIES,59,0,0,0.032,-0.032,Hero_Product
GREEN POLKADOT BOWL,50,0,0,0.032,-0.032,Hero_Product
WIRE EGG BASKET,64,0,0,0.032,-0.032,Hero_Product
VINTAGE KID DOLLY CARD,39,0,0,0.032,-0.032,Hero_Product
VINTAGE GLASS T-LIGHT HOLDER,106,0,0,0.032,-0.032,Hero_Product
VINTAGE RED ENAMEL TRIM PLATE,34,0,0,0.032,-0.032,Hero_Product
VINTAGE RED TRIM ENAMEL BOWL,57,0,0,0.032,-0.032,Hero_Product
ZINC SWEETHEART WIRE LETTER RACK,33,0,0,0.032,-0.032,Hero_Product
ZINC T-LIGHT HOLDER STAR LARGE,61,0,0,0.032,-0.032,Hero_Product
WOODEN ROUNDERS GARDEN SET,71,0,0,0.032,-0.032,Hero_Product
WOODLAND SMALL BLUE FELT HEART,42,0,0,0.032,-0.032,Hero_Product
WOODLAND SMALL PINK FELT HEART,39,0,0,0.032,-0.032,Hero_Product
WRAP KEEP CALM BIRTHDAY,62,0,0,0.032,-0.032,Hero_Product
STRAWBERRY FAIRY CAKE TEAPOT,35,0,0,0.032,-0.032,Hero_Product
SWALLOWS GREETING CARD,50,0,0,0.032,-0.032,Hero_Product
STARS GIFT TAPE,41,0,0,0.032,-0.032,Hero_Product
STORAGE TIN HOME SWEET HOME,34,0,0,0.032,-0.032,Hero_Product
STORAGE TIN VINTAGE LEAF,36,0,0,0.032,-0.032,Hero_Product
SQUARECUSHION COVER PINK UNION JACK,30,0,0,0.032,-0.032,Hero_Product
SPOTTY PINK DUCK DOORSTOP,39,0,0,0.032,-0.032,Hero_Product
SPACEBOY ROCKET LOLLY MAKERS,82,0,0,0.032,-0.032,Hero_Product
SPACEBOY BABY GIFT SET,40,0,0,0.032,-0.032,Hero_Product
SPACEBOY BEAKER,60,0,0,0.032,-0.032,Hero_Product
SNACK TRAY HAPPY FOREST,34,0,0,0.032,-0.032,Hero_Product
SNACK TRAY I LOVE LONDON,39,0,0,0.032,-0.032,Hero_Product
SNACK TRAY PAISLEY PARK,40,0,0,0.032,-0.032,Hero_Product
SNACK TRAY RED VINTAGE DOILY,50,0,0,0.032,-0.032,Hero_Product
SLATE TILE NATURAL HANGING,54,0,0,0.032,-0.032,Hero_Product
SKULLS STICKERS,30,0,0,0.032,-0.032,Hero_Product
SKULLS WATER TRANSFER TATTOOS,44,0,0,0.032,-0.032,Hero_Product
SKULLS AND CROSSBONES WRAP,51,0,0,0.032,-0.032,Hero_Product
SKULLS GREETING CARD,33,0,0,0.032,-0.032,Hero_Product
SMALL RED BABUSHKA NOTEBOOK,96,0,0,0.032,-0.032,Hero_Product
SMALL RED RETROSPOT MUG IN BOX,48,0,0,0.032,-0.032,Hero_Product
TRAVEL CARD WALLET UNION JACK,74,0,0,0.032,-0.032,Hero_Product
TRELLIS COAT RACK,32,0,0,0.032,-0.032,Hero_Product
TREASURE TIN BUFFALO BILL,82,0,0,0.032,-0.032,Hero_Product
TV DINNER TRAY DOLLY GIRL,33,0,0,0.032,-0.032,Hero_Product
TV DINNER TRAY VINTAGE PAISLEY,41,0,0,0.032,-0.032,Hero_Product
UNION JACK FLAG LUGGAGE TAG,38,0,0,0.032,-0.032,Hero_Product
VICTORIAN SEWING KIT,38,0,0,0.032,-0.032,Hero_Product
VINTAGE BILLBOARD MUG,36,0,0,0.032,-0.032,Hero_Product
TEA TIME KITCHEN APRON,37,0,0,0.032,-0.032,Hero_Product
T-LIGHT GLASS FLUTED ANTIQUE,139,0,0,0.032,-0.032,Hero_Product
TEA BAG PLATE RED RETROSPOT,85,0,0,0.032,-0.032,Hero_Product
