Description,Repeat_Customers,Unique_Customers,Repeat_Rate,Repeat_Product_Flag
PINK PADDED MOBILE,0,2,0,0
PINK PAISLEY ROSE GIFT WRAP,0,8,0,0
PINK PAISLEY SQUARE TISSUE BOX,6,72,0.0833,1
PINK PAPER PARASOL,2,20,0.1,1
PINK PARTY BAGS,1,15,0.0667,1
PINK PARTY SUNGLASSES,0,2,0,0
PINK PILLAR CANDLE SILVER FLOCK,1,24,0.0417,1
PINK POLKADOT BOWL,3,66,0.0455,1
PINK POLKADOT CUP,2,56,0.0357,1
PINK POLKADOT GARDEN PARASOL,0,2,0,0
PINK POLKADOT PLATE,1,38,0.0263,1
PINK POLKADOT WRAP,3,53,0.0566,1
PINK POT PLANT CANDLE,0,15,0,0
PINK REGENCY TEACUP AND SAUCER,15,132,0.1136,1
PINK ROSE FABRIC MIRROR,0,14,0,0
PINK ROSEBUD & PEARL NECKLACE,0,2,0,0
PINK ROSEBUD PEARL BRACELET,0,6,0,0
PINK SCOTTIE DOG W FLOWER PATTERN,0,10,0,0
PINK SMALL JEWELLED PHOTOFRAME,0,4,0,0
PINK SQUARE TABLE CLOCK,0,7,0,0
PINK STOCKING CHRISTMAS DECORATION,0,4,0,0
PINK STRAWBERRY HANDBAG,0,4,0,0
PINK STRING CURTAIN WITH POLE,0,4,0,0
PINK SWEETHEART BRACELET,0,6,0,0
PINK UNION JACK LUGGAGE TAG,2,28,0.0714,1
PINK UNION JACK PASSPORT COVER,1,16,0.0625,1
PINK VINTAGE PAISLEY PICNIC BAG,4,47,0.0851,1
PINK VINTAGE SPOT BEAKER,2,24,0.0833,1
PINK VINTAGE VICTORIAN EARRINGS,0,2,0,0
PINK/BLUE STRING CURTAIN,0,4,0,0
PINK/GREEN FLOWER DESIGN BIG MUG,0,8,0,0
PINK/PURPLE RETRO RADIO,1,9,0.1111,1
"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",0,8,0,0
PINK/WHITE CHRISTMAS TREE 60CM,0,16,0,0
PIZZA PLATE IN BOX,4,31,0.129,1
PLACE SETTING WHITE HEART,7,105,0.0667,1
PLACE SETTING WHITE STAR,2,54,0.037,1
PLASMATRONIC LAMP,0,8,0,0
PLASTERS IN TIN CIRCUS PARADE,26,190,0.1368,1
PLASTERS IN TIN SKULLS,20,181,0.1105,1
PLASTERS IN TIN SPACEBOY,28,217,0.129,1
PLASTERS IN TIN STRONGMAN,17,179,0.095,1
PLASTERS IN TIN VINTAGE PAISLEY,27,184,0.1467,1
PLASTERS IN TIN WOODLAND ANIMALS,25,223,0.1121,1
PLAYING CARDS I LOVE LONDON,5,107,0.0467,1
PLAYING CARDS JUBILEE UNION JACK,15,191,0.0785,1
PLAYING CARDS KEEP CALM & CARRY ON,34,288,0.1181,1
PLAYING CARDS VINTAGE DOILY,3,91,0.033,1
PLEASE ONE PERSON METAL SIGN,18,178,0.1011,1
POCKET BAG BLUE PAISLEY RED SPOT,1,33,0.0303,1
POCKET BAG PINK PAISELY BROWN SPOT,2,22,0.0909,1
POCKET MIRROR WOODLAND,0,4,0,0
POLKA DOT RAFFIA FOOD COVER,1,12,0.0833,1
POLKADOT RAIN HAT,1,30,0.0333,1
POLYESTER FILLER PAD 30CMx30CM,1,6,0.1667,1
POLYESTER FILLER PAD 40x40cm,11,90,0.1222,1
POLYESTER FILLER PAD 45x30cm,2,15,0.1333,1
POLYESTER FILLER PAD 45x45cm,5,46,0.1087,1
POMPOM CURTAIN,1,17,0.0588,1
POPART RECT PENCIL SHARPENER ASST,1,18,0.0556,1
POPART WOODEN PENCILS ASST,1,24,0.0417,1
POPCORN HOLDER,73,383,0.1906,1
POPPY FIELDS CHOPPING BOARD,1,48,0.0208,1
POPPY'S PLAYHOUSE BATHROOM,4,53,0.0755,1
POPPY'S PLAYHOUSE BEDROOM,6,104,0.0577,1
POPPY'S PLAYHOUSE KITCHEN,9,111,0.0811,1
POPPY'S PLAYHOUSE LIVINGROOM,4,69,0.058,1
PORCELAIN BUDAH INCENSE HOLDER,0,8,0,0
PORCELAIN ROSE SMALL,2,9,0.2222,1
PORCELAIN T-LIGHT HOLDERS ASSORTED,1,48,0.0208,1
POSTAGE,66,341,0.1935,1
POSTE FRANCE CUSHION COVER,8,95,0.0842,1
POTTERING IN THE SHED METAL SIGN,4,89,0.0449,1
POTTERING MUG,6,68,0.0882,1
POTTING SHED SEED ENVELOPES,1,20,0.05,1
POTTING SHED TEA MUG,1,34,0.0294,1
POTTING SHED TWINE,2,20,0.1,1
PRETTY HANGING QUILTED HEARTS,1,33,0.0303,1
PSYCHEDELIC TILE COASTER,1,13,0.0769,1
PSYCHEDELIC TILE HOOK,0,26,0,0
PURPLE ACRYLIC FACETED BANGLE,1,2,0.5,1
PURPLE AMETHYST NECKLACE W TASSEL,0,2,0,0
PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,5,44,0.1136,1
PURPLE ENAMEL FLOWER RING,0,2,0,0
PURPLE ENAMEL+GLASS HAIR COMB,0,2,0,0
PURPLE FRANGIPANI NECKLACE,0,1,0,0
PURPLE GEMSTONE BRACELET,0,4,0,0
PURPLE GEMSTONE NECKLACE 45CM,0,4,0,0
PURPLE PAPER PARASOL,1,16,0.0625,1
PURPLE SWEETHEART BRACELET,0,6,0,0
PURPLE/COPPER HANGING LAMPSHADE,0,2,0,0
QUEEN OF SKIES LUGGAGE TAG,0,7,0,0
QUEEN OF THE SKIES PASSPORT COVER,1,10,0.1,1
QUEENS GUARD COFFEE MUG,7,70,0.1,1
RABBIT DESIGN COTTON TOTE BAG,0,5,0,0
RABBIT NIGHT LIGHT,194,716,0.2709,1
RAIN PONCHO RETROSPOT,3,71,0.0423,1
RAINBOW PEGS PHOTO CLIP STRING,2,16,0.125,1
RAINY LADIES BIRTHDAY CARD,2,29,0.069,1
RASPBERRY ANT COPPER FLOWER NECKLAC,0,2,0,0
RASTA IN BATH W SPLIFF ASHTRAY,0,4,0,0
RATTLE SNAKE EGGS,5,67,0.0746,1
RECIPE BOX BLUE SKETCHBOOK DESIGN,1,29,0.0345,1
RECIPE BOX PANTRY YELLOW DESIGN,36,234,0.1538,1
RECIPE BOX RETROSPOT,16,159,0.1006,1
RECIPE BOX WITH METAL HEART,0,1,0,0
"RECORD FRAME 7"" SINGLE SIZE",8,64,0.125,1
RECTANGULAR SHAPED MIRROR,0,10,0,0
RECYCLED ACAPULCO MAT BLUE,0,10,0,0
RECYCLED ACAPULCO MAT GREEN,2,18,0.1111,1
RECYCLED ACAPULCO MAT LAVENDER,0,4,0,0
RECYCLED ACAPULCO MAT PINK,1,9,0.1111,1
RECYCLED ACAPULCO MAT RED,2,17,0.1176,1
RECYCLED ACAPULCO MAT TURQUOISE,1,21,0.0476,1
RECYCLED PENCIL WITH RABBIT ERASER,2,31,0.0645,1
RECYCLING BAG RETROSPOT,15,108,0.1389,1
RED 3 PIECE RETROSPOT CUTLERY SET,0,1,0,0
RED ACRYLIC FACETED BANGLE,0,4,0,0
RED APPLES CHOPPING BOARD,0,47,0,0
RED BABY BUNTING,0,41,0,0
RED BOUDICCA LARGE BRACELET,0,2,0,0
RED CHARLIE+LOLA PERSONAL DOORSIGN,5,73,0.0685,1
RED COAT RACK PARIS FASHION,0,23,0,0
RED DAISY POCKET BOOK,0,17,0,0
RED DINER WALL CLOCK,9,88,0.1023,1
RED DRAGONFLY HELICOPTER,0,20,0,0
RED DRAWER KNOB ACRYLIC EDWARDIAN,4,31,0.129,1
RED EGG SPOON,0,26,0,0
RED ENCHANTED FOREST PLACEMAT,2,37,0.0541,1
RED FLOCK LOVE HEART PHOTO FRAME,2,22,0.0909,1
RED FLORAL FELTCRAFT SHOULDER BAG,13,107,0.1215,1
RED FLOWER CROCHET FOOD COVER,1,28,0.0357,1
RED GINGHAM ROSE JEWELLERY BOX,10,128,0.0781,1
RED GINGHAM TEDDY BEAR,4,52,0.0769,1
RED GLASS TASSLE BAG CHARM,0,4,0,0
RED HANGING HEART T-LIGHT HOLDER,35,249,0.1406,1
RED HARMONICA IN BOX,11,133,0.0827,1
RED HEART LUGGAGE TAG,1,11,0.0909,1
RED HEART SHAPE LOVE BUCKET,2,55,0.0364,1
RED HEARTS LIGHT CHAIN,1,5,0.2,1
RED KITCHEN SCALES,15,140,0.1071,1
RED KUKUI COCONUT SEED NECKLACE,0,9,0,0
RED LOVE HEART SHAPE CUP,1,31,0.0323,1
RED METAL BEACH SPADE,2,25,0.08,1
RED METAL BOX TOP SECRET,16,123,0.1301,1
RED PAPER PARASOL,1,17,0.0588,1
RED PEONY CUSHION COVER,0,2,0,0
RED PEONY TABLE CLOCK,0,5,0,0
RED POLKADOT BEAKER,0,12,0,0
RED PUDDING SPOON,1,18,0.0556,1
RED REFECTORY CLOCK,3,61,0.0492,1
RED RETRO KITCHEN WALL CLOCK,1,35,0.0286,1
RED RETROSPOT APRON,3,18,0.1667,1
RED RETROSPOT BOWL,4,88,0.0455,1
RED RETROSPOT BUTTER DISH,1,9,0.1111,1
RED RETROSPOT CAKE STAND,15,107,0.1402,1
RED RETROSPOT CHARLOTTE BAG,31,203,0.1527,1
RED RETROSPOT CHILDRENS UMBRELLA,4,66,0.0606,1
RED RETROSPOT CUP,5,68,0.0735,1
RED RETROSPOT MINI CASES,7,109,0.0642,1
RED RETROSPOT MUG,1,32,0.0313,1
RED RETROSPOT OVEN GLOVE,10,112,0.0893,1
RED RETROSPOT OVEN GLOVE DOUBLE,1,21,0.0476,1
RED RETROSPOT PEG BAG,8,72,0.1111,1
RED RETROSPOT PICNIC BAG,1,41,0.0244,1
RED RETROSPOT PLATE,3,50,0.06,1
RED RETROSPOT PUDDING BOWL,1,20,0.05,1
RED RETROSPOT PURSE,0,2,0,0
RED RETROSPOT ROUND CAKE TINS,6,77,0.0779,1
RED RETROSPOT SHOPPER BAG,14,128,0.1094,1
RED RETROSPOT SHOPPING BAG,2,18,0.1111,1
RED RETROSPOT SMALL MILK JUG,9,81,0.1111,1
RED RETROSPOT SUGAR JAM BOWL,3,46,0.0652,1
RED RETROSPOT TAPE,2,30,0.0667,1
RED RETROSPOT TEA CUP AND SAUCER,4,44,0.0909,1
RED RETROSPOT TISSUE BOX,8,98,0.0816,1
RED RETROSPOT UMBRELLA,5,86,0.0581,1
RED RETROSPOT WASHBAG,0,2,0,0
RED RETROSPOT WRAP,7,112,0.0625,1
RED ROCKING HORSE HAND PAINTED,12,87,0.1379,1
RED SHARK HELICOPTER,2,24,0.0833,1
RED SPOT CERAMIC DRAWER KNOB,3,53,0.0566,1
RED SPOT GIFT BAG LARGE,3,74,0.0405,1
RED SPOT PAPER GIFT BAG,8,92,0.087,1
RED SPOTTY BISCUIT TIN,9,63,0.1429,1
RED STAR CARD HOLDER,6,113,0.0531,1
RED STRIPE CERAMIC DRAWER KNOB,4,67,0.0597,1
RED TOADSTOOL LED NIGHT LIGHT,29,222,0.1306,1
RED VICTORIAN FABRIC OVAL BOX,0,20,0,0
RED VINTAGE SPOT BEAKER,2,27,0.0741,1
RED WOOLLY HOTTIE WHITE HEART.,25,203,0.1232,1
RED/CREAM STRIPE CUSHION COVER,2,13,0.1538,1
REGENCY CAKE FORK,0,20,0,0
REGENCY CAKE SLICE,1,31,0.0323,1
REGENCY CAKESTAND 3 TIER,62,393,0.1578,1
REGENCY MILK JUG PINK,5,70,0.0714,1
REGENCY MIRROR WITH SHUTTERS,0,2,0,0
REGENCY SUGAR BOWL GREEN,6,61,0.0984,1
REGENCY SUGAR TONGS,2,25,0.08,1
REGENCY TEA PLATE GREEN,4,68,0.0588,1
REGENCY TEA PLATE PINK,4,54,0.0741,1
REGENCY TEA PLATE ROSES,10,80,0.125,1
REGENCY TEA SPOON,0,10,0,0
REGENCY TEA STRAINER,4,54,0.0741,1
REGENCY TEAPOT ROSES,8,109,0.0734,1
REINDEER HEART DECORATION GOLD,6,62,0.0968,1
REINDEER HEART DECORATION SILVER,7,91,0.0769,1
RESIN NECKLACE W PASTEL BEADS,0,4,0,0
RETRO COFFEE MUGS ASSORTED,1,7,0.1429,1
RETRO LONGBOARD IRONING BOARD COVER,2,34,0.0588,1
RETRO MOD TRAY,2,50,0.04,1
RETRO PILL BOX ; REVOLUTIONARY,0,6,0,0
RETRO PILL BOX KEY CHAIN;THE KING,0,8,0,0
RETRO PLASTIC 70'S TRAY,1,13,0.0769,1
RETRO PLASTIC DAISY TRAY,1,13,0.0769,1
RETRO PLASTIC ELEPHANT TRAY,2,29,0.069,1
RETRO PLASTIC POLKA TRAY,1,31,0.0323,1
RETROSPOT BABUSHKA DOORSTOP,2,29,0.069,1
RETROSPOT CANDLE LARGE,1,22,0.0455,1
RETROSPOT CANDLE MEDIUM,2,37,0.0541,1
RETROSPOT CANDLE SMALL,2,19,0.1053,1
RETROSPOT CHILDRENS APRON,7,108,0.0648,1
RETROSPOT CIGAR BOX MATCHES,12,154,0.0779,1
RETROSPOT GIANT TUBE MATCHES,6,94,0.0638,1
RETROSPOT HEART HOT WATER BOTTLE,34,288,0.1181,1
RETROSPOT LAMP,0,6,0,0
RETROSPOT LARGE MILK JUG,6,71,0.0845,1
RETROSPOT PADDED SEAT CUSHION,0,5,0,0
RETROSPOT PARTY BAG + STICKER SET,3,80,0.0375,1
RETROSPOT RED WASHING UP GLOVES,5,34,0.1471,1
RETROSPOT SMALL TUBE MATCHES,3,90,0.0333,1
RETROSPOT TEA SET CERAMIC 11 PC,54,326,0.1656,1
RETROSPOT WOODEN HEART DECORATION,14,108,0.1296,1
REVOLVER WOODEN RULER,15,176,0.0852,1
REX CASH+CARRY JUMBO SHOPPER,47,392,0.1199,1
RIBBON REEL CHRISTMAS PRESENT,12,140,0.0857,1
RIBBON REEL CHRISTMAS SOCK BAUBLE,7,151,0.0464,1
RIBBON REEL FLORA + FAUNA,1,40,0.025,1
RIBBON REEL HEARTS DESIGN,2,73,0.0274,1
RIBBON REEL LACE DESIGN,4,54,0.0741,1
RIBBON REEL MAKING SNOWMEN,11,116,0.0948,1
RIBBON REEL POLKADOTS,2,85,0.0235,1
RIBBON REEL SNOWY VILLAGE,14,128,0.1094,1
RIBBON REEL SOCKS AND MITTENS,4,62,0.0645,1
RIBBON REEL STRIPES DESIGN,12,139,0.0863,1
RIBBONS PURSE,0,13,0,0
RIDGED BONNE JAM JAR T-LIGHT HOLDER,0,12,0,0
RIDGED GLASS T-LIGHT HOLDER,1,15,0.0667,1
RING OF ROSES BIRTHDAY CARD,0,20,0,0
RIVIERA NECKLACE,0,2,0,0
ROBOT BIRTHDAY CARD,1,66,0.0152,1
ROCKING HORSE GREEN CHRISTMAS,6,111,0.0541,1
ROCKING HORSE RED CHRISTMAS,11,141,0.078,1
ROCOCO WALL MIROR,0,2,0,0
ROCOCO WALL MIRROR WHITE,15,84,0.1786,1
ROLL WRAP 50'S CHRISTMAS,27,285,0.0947,1
ROLL WRAP 50'S RED CHRISTMAS,8,166,0.0482,1
ROLL WRAP VINTAGE CHRISTMAS,23,250,0.092,1
ROLL WRAP VINTAGE SPOT,25,232,0.1078,1
ROMANTIC IMAGES GIFT WRAP SET,4,51,0.0784,1
ROMANTIC IMAGES NOTEBOOK SET,0,13,0,0
ROMANTIC PINKS RIBBONS,5,63,0.0794,1
ROSE 1 WICK MORRIS BOXED CANDLE,9,71,0.1268,1
ROSE 3 WICK MORRIS BOX CANDLE,8,96,0.0833,1
ROSE CARAVAN DOORSTOP,2,76,0.0263,1
ROSE COTTAGE KEEPSAKE BOX,1,4,0.25,1
ROSE DU SUD COSMETICS BAG,0,6,0,0
ROSE DU SUD DRAWSTRING BAG,0,2,0,0
ROSE DU SUD WASHBAG,0,6,0,0
ROSE FLOWER CANDLE+INCENSE 16X16CM,1,2,0.5,1
ROSE FOLKART HEART DECORATIONS,4,20,0.2,1
ROSE SCENT CANDLE IN JEWELLED BOX,1,3,0.3333,1
ROSE SCENT CANDLE JEWELLED DRAWER,0,12,0,0
ROSES REGENCY TEACUP AND SAUCER,22,171,0.1287,1
ROTATING LEAVES T-LIGHT HOLDER,12,87,0.1379,1
ROTATING SILVER ANGELS T-LIGHT HLDR,32,246,0.1301,1
ROUND CACTUS CANDLE,0,6,0,0
ROUND CAKE TIN VINTAGE GREEN,1,49,0.0204,1
ROUND CAKE TIN VINTAGE RED,10,84,0.119,1
ROUND CONTAINER SET OF 5 RETROSPOT,4,33,0.1212,1
ROUND PINK HEART MIRROR,1,7,0.1429,1
ROUND PURPLE CLOCK WITH SUCKER,0,9,0,0
ROUND SNACK BOXES SET OF 4 FRUITS,8,127,0.063,1
ROUND SNACK BOXES SET OF 4 SKULLS,3,60,0.05,1
ROUND SNACK BOXES SET OF4 WOODLAND,22,188,0.117,1
ROUND STORAGE TIN VINTAGE LEAF,2,42,0.0476,1
ROUND WHITE CONFETTI IN TUBE,1,3,0.3333,1
RUBY GLASS CLUSTER BRACELET,0,2,0,0
RUBY GLASS CLUSTER NECKLACE,0,2,0,0
RUSTIC MIRROR WITH LACE HEART,4,43,0.093,1
RUSTIC SEVENTEEN DRAWER SIDEBOARD,1,6,0.1667,1
RUSTIC STRAWBERRY JAM POT LARGE,1,16,0.0625,1
RUSTIC STRAWBERRY JAM POT SMALL,2,15,0.1333,1
RUSTIC WOODEN CABINET; GLASS DOORS,0,2,0,0
S/12 MINI RABBIT EASTER,0,5,0,0
S/12 VANILLA BOTANICAL T-LIGHTS,0,1,0,0
S/2 ZINC HEART DESIGN PLANTERS,0,7,0,0
S/4 BLACK MINI ROSE CANDLE IN BOWL,1,3,0.3333,1
S/4 CACTI CANDLES,4,33,0.1212,1
S/4 ICON COASTER;ELVIS LIVES,1,4,0.25,1
S/4 IVORY MINI ROSE CANDLE IN BOWL,1,25,0.04,1
S/4 PINK FLOWER CANDLES IN BOWL,2,47,0.0426,1
S/6 SEW ON CROCHET FLOWERS,0,2,0,0
S/6 WOODEN SKITTLES IN COTTON BAG,4,75,0.0533,1
SANDALWOOD FAN,1,23,0.0435,1
SAVE THE PLANET COTTON TOTE BAG,0,31,0,0
SAVE THE PLANET MUG,14,86,0.1628,1
SCANDINAVIAN 3 HEARTS NAPKIN RING,1,14,0.0714,1
SCANDINAVIAN PAISLEY PICNIC BAG,3,60,0.05,1
SCANDINAVIAN REDS RIBBONS,19,154,0.1234,1
SCENTED VELVET LOUNGE CANDLE,4,51,0.0784,1
SCHOOL DESK AND CHAIR,0,1,0,0
SCOTTIE DOG HOT WATER BOTTLE,65,367,0.1771,1
SCOTTIE DOGS BABY BIB,3,48,0.0625,1
SCOTTIES DESIGN WASHBAG,0,2,0,0
SEASIDE FLYING DISC,1,8,0.125,1
SET 10 NIGHT OWL LIGHTS,8,63,0.127,1
SET 12 COLOUR PENCILS DOILEY,0,2,0,0
SET 12 COLOUR PENCILS DOLLY GIRL,25,160,0.1563,1
SET 12 COLOUR PENCILS LOVE LONDON,15,136,0.1103,1
SET 12 COLOUR PENCILS SPACEBOY,29,227,0.1278,1
SET 12 COLOURING PENCILS DOILY,17,140,0.1214,1
SET 12 KIDS COLOUR CHALK STICKS,11,126,0.0873,1
SET 12 KIDS WHITE CHALK STICKS,6,79,0.0759,1
SET 12 RETRO WHITE CHALK STICKS,4,91,0.044,1
SET 12 VINTAGE DOILY CHALK,14,158,0.0886,1
SET 2 PANTRY DESIGN TEA TOWELS,4,66,0.0606,1
SET 2 TEA TOWELS I LOVE LONDON,13,103,0.1262,1
SET 20 NAPKINS FAIRY CAKES DESIGN,5,64,0.0781,1
SET 3 RETROSPOT TEA;COFFEE;SUGAR,26,99,0.2626,1
SET 3 SONG BIRD PAPER EGGS ASSORTED,0,2,0,0
SET 3 WICKER STORAGE BASKETS,0,18,0,0
SET 36 COLOUR PENCILS DOLLY GIRL,14,104,0.1346,1
SET 36 COLOUR PENCILS LOVE LONDON,10,104,0.0962,1
SET 36 COLOUR PENCILS SPACEBOY,15,148,0.1014,1
SET 36 COLOURING PENCILS DOILY,10,122,0.082,1
SET 4 PICNIC CUTLERY BLUEBERRY,0,16,0,0
SET 4 PICNIC CUTLERY CHERRY,0,16,0,0
SET 4 PICNIC CUTLERY FONDANT,0,10,0,0
SET 4 VALENTINE DECOUPAGE HEART BOX,1,35,0.0286,1
SET 40 HEART SHAPE PETIT FOUR CASES,0,10,0,0
SET 6 FOOTBALL CELEBRATION CANDLES,1,22,0.0455,1
SET 6 PAPER TABLE LANTERN HEARTS,20,156,0.1282,1
SET 6 PAPER TABLE LANTERN STARS,18,165,0.1091,1
SET 6 SCHOOL MILK BOTTLES IN CRATE,23,180,0.1278,1
SET 7 BABUSHKA NESTING BOXES,11,92,0.1196,1
SET 8 CANDLES VINTAGE DOILY,1,71,0.0141,1
SET OF 10 LANTERNS FAIRY LIGHT STAR,6,48,0.125,1
SET OF 10 LED DOLLY LIGHTS,11,155,0.071,1
SET OF 12 FAIRY CAKE BAKING CASES,34,239,0.1423,1
SET OF 12 FORK CANDLES,7,69,0.1014,1
SET OF 12 MINI LOAF BAKING CASES,22,195,0.1128,1
SET OF 12 T-LIGHTS VINTAGE DOILY,1,53,0.0189,1
SET OF 12 VINTAGE POSTCARD SET,1,58,0.0172,1
SET OF 16 VINTAGE BLACK CUTLERY,0,8,0,0
SET OF 16 VINTAGE PISTACHIO CUTLERY,0,9,0,0
SET OF 16 VINTAGE RED CUTLERY,0,10,0,0
SET OF 16 VINTAGE ROSE CUTLERY,0,7,0,0
SET OF 16 VINTAGE SKY BLUE CUTLERY,0,3,0,0
SET OF 2 CERAMIC CHRISTMAS REINDEER,0,5,0,0
SET OF 2 CERAMIC CHRISTMAS TREES,5,70,0.0714,1
SET OF 2 CERAMIC PAINTED HEARTS,7,79,0.0886,1
SET OF 2 CHRISTMAS DECOUPAGE CANDLE,9,94,0.0957,1
SET OF 2 ROUND TINS CAMEMBERT,1,40,0.025,1
SET OF 2 ROUND TINS DUTCH CHEESE,1,43,0.0233,1
SET OF 2 TEA TOWELS APPLE AND PEARS,10,83,0.1205,1
SET OF 2 TEA TOWELS PING MICROWAVE,1,13,0.0769,1
SET OF 2 TINS JARDIN DE PROVENCE,2,52,0.0385,1
SET OF 2 TINS VINTAGE BATHROOM,0,8,0,0
SET OF 2 TRAYS HOME SWEET HOME,7,97,0.0722,1
SET OF 2 WOODEN MARKET CRATES,4,35,0.1143,1
SET OF 20 KIDS COOKIE CUTTERS,16,163,0.0982,1
SET OF 20 VINTAGE CHRISTMAS NAPKINS,53,369,0.1436,1
SET OF 3 BIRD LIGHT PINK FEATHER,10,115,0.087,1
SET OF 3 BLACK FLYING DUCKS,2,22,0.0909,1
SET OF 3 BUTTERFLY COOKIE CUTTERS,17,167,0.1018,1
SET OF 3 CAKE TINS PANTRY DESIGN,50,288,0.1736,1
SET OF 3 CAKE TINS SKETCHBOOK,5,75,0.0667,1
SET OF 3 GOLD FLYING DUCKS,0,12,0,0
SET OF 3 HANGING OWLS OLLIE BEAK,37,231,0.1602,1
SET OF 3 HEART COOKIE CUTTERS,13,168,0.0774,1
SET OF 3 MINI HANGING PORTRAITS,0,3,0,0
SET OF 3 NOTEBOOKS IN PARCEL,6,108,0.0556,1
SET OF 3 PANTRY WOODEN SPOONS,4,42,0.0952,1
SET OF 3 REGENCY CAKE TINS,35,290,0.1207,1
SET OF 3 WOODEN HEART DECORATIONS,31,265,0.117,1
SET OF 3 WOODEN SLEIGH DECORATIONS,22,208,0.1058,1
SET OF 3 WOODEN STOCKING DECORATION,24,230,0.1043,1
SET OF 3 WOODEN TREE DECORATIONS,26,199,0.1307,1
SET OF 36 DINOSAUR PAPER DOILIES,0,13,0,0
SET OF 36 DOILIES PANTRY DESIGN,0,14,0,0
SET OF 36 DOILIES SPACEBOY DESIGN,0,3,0,0
SET OF 36 DOLLY GIRL PAPER DOILIES,0,24,0,0
SET OF 36 MUSHROOM PAPER DOILIES,0,7,0,0
SET OF 36 PAISLEY FLOWER DOILIES,6,74,0.0811,1
SET OF 36 PANTRY PAPER DOILIES,1,25,0.04,1
SET OF 36 SPACEBOY PAPER DOILIES,0,15,0,0
SET OF 36 TEATIME PAPER DOILIES,8,72,0.1111,1
SET OF 36 VINTAGE CHRISTMAS DOILIES,0,12,0,0
SET OF 4 BLACK LOVEBIRD COASTERS,2,20,0.1,1
SET OF 4 CAROUSEL PLACEMATS,0,4,0,0
SET OF 4 DIAMOND NAPKIN RINGS,0,10,0,0
SET OF 4 ENGLISH ROSE COASTERS,7,46,0.1522,1
SET OF 4 ENGLISH ROSE PLACEMATS,4,40,0.1,1
SET OF 4 FAIRY CAKE PLACEMATS,2,27,0.0741,1
SET OF 4 GREEN CAROUSEL COASTERS,0,8,0,0
SET OF 4 JAM JAR MAGNETS,8,85,0.0941,1
SET OF 4 KNICK KNACK TINS DOILY,29,219,0.1324,1
SET OF 4 KNICK KNACK TINS LEAF,7,63,0.1111,1
SET OF 4 KNICK KNACK TINS LONDON,9,110,0.0818,1
SET OF 4 KNICK KNACK TINS POPPIES,4,71,0.0563,1
SET OF 4 NAPKIN CHARMS 3 KEYS,0,20,0,0
SET OF 4 NAPKIN CHARMS CROWNS,3,26,0.1154,1
SET OF 4 NAPKIN CHARMS CUTLERY,4,49,0.0816,1
SET OF 4 NAPKIN CHARMS HEARTS,5,61,0.082,1
SET OF 4 NAPKIN CHARMS INSTRUMENT,0,21,0,0
SET OF 4 NAPKIN CHARMS LEAVES,1,25,0.04,1
SET OF 4 NAPKIN CHARMS STARS,2,42,0.0476,1
SET OF 4 PANTRY JELLY MOULDS,41,232,0.1767,1
SET OF 4 PISTACHIO LOVEBIRD COASTER,2,14,0.1429,1
SET OF 4 POLKADOT COASTERS,0,15,0,0
SET OF 4 POLKADOT PLACEMATS,0,7,0,0
SET OF 4 ROSE BOTANICAL CANDLES,17,130,0.1308,1
SET OF 4 SANTA PLACE SETTINGS,4,82,0.0488,1
SET OF 5 LUCKY CAT MAGNETS,11,83,0.1325,1
SET OF 5 MINI GROCERY MAGNETS,9,88,0.1023,1
SET OF 5 PANCAKE DAY MAGNETS,5,78,0.0641,1
SET OF 6 3D KIT CARDS FOR KIDS,10,90,0.1111,1
SET OF 6 CAKE CHOPSTICKS,1,26,0.0385,1
SET OF 6 EASTER RAINBOW CHICKS,0,2,0,0
SET OF 6 FUNKY BEAKERS,3,20,0.15,1
SET OF 6 GIRLS CELEBRATION CANDLES,2,17,0.1176,1
SET OF 6 HALLOWEEN GHOST T-LIGHTS,0,11,0,0
SET OF 6 HEART CHOPSTICKS,2,45,0.0444,1
SET OF 6 HERB TINS SKETCHBOOK,5,53,0.0943,1
SET OF 6 KASHMIR FOLKART BAUBLES,0,19,0,0
SET OF 6 NATIVITY MAGNETS,10,114,0.0877,1
SET OF 6 RIBBONS COUNTRY STYLE,0,37,0,0
SET OF 6 RIBBONS PARTY,0,23,0,0
SET OF 6 RIBBONS PERFECTLY PRETTY,1,65,0.0154,1
SET OF 6 RIBBONS VINTAGE CHRISTMAS,24,279,0.086,1
SET OF 6 SNACK LOAF BAKING CASES,15,147,0.102,1
SET OF 6 SOLDIER SKITTLES,17,161,0.1056,1
SET OF 6 SPICE TINS PANTRY DESIGN,19,182,0.1044,1
SET OF 6 STRAWBERRY CHOPSTICKS,1,35,0.0286,1
SET OF 6 TEA TIME BAKING CASES,15,169,0.0888,1
SET OF 6 T-LIGHTS CACTI,4,44,0.0909,1
SET OF 6 T-LIGHTS EASTER CHICKS,0,8,0,0
SET OF 6 T-LIGHTS SANTA,16,143,0.1119,1
SET OF 6 T-LIGHTS SNOWMEN,11,107,0.1028,1
SET OF 6 T-LIGHTS TOADSTOOLS,2,47,0.0426,1
SET OF 6 T-LIGHTS WEDDING CAKE,0,15,0,0
SET OF 60 I LOVE LONDON CAKE CASES,18,156,0.1154,1
