CustomerID,RFM,Segment,Num_Purchase_Dates,Days_From_End,Personal_Churn+Window,Churn_Score
17858,444,Champions,12,5,48,0.104166667
12569,444,Champions,26,2,19.2,0.104166667
13198,444,Champions,6,10,96.4,0.10373444
15987,444,Champions,6,12,116.2,0.103270224
13647,433,Promising,4,9,87.2,0.103211009
13171,332,Potential Loyalist,3,21,205.6,0.102140078
18259,334,Potential Loyalist,3,24,237,0.101265823
13882,443,Loyalist,5,2,19.8,0.101010101
14467,432,Potential Loyalist,4,17,168.4,0.100950119
16076,444,Champions,9,3,29.8,0.100671141
17671,433,Promising,4,15,149.2,0.100536193
17706,444,Champions,12,4,40,0.1
17495,422,Promising,2,7,31,0.1
17584,424,Promising,2,7,120,0.1
17221,422,Promising,2,7,29,0.1
18282,421,Promising,2,7,119,0.1
17157,422,Promising,2,7,169,0.1
16904,444,Champions,15,4,40,0.1
16759,423,Promising,2,7,23,0.1
14865,421,Promising,2,7,365,0.1
14788,423,Promising,2,7,19,0.1
15123,423,Promising,2,7,199,0.1
14594,422,Promising,2,7,366,0.1
14250,423,Promising,2,7,82,0.1
13868,424,Promising,2,7,31,0.1
14126,423,Promising,2,7,3,0.1
14023,422,Promising,2,7,243,0.1
13780,422,Promising,2,7,163,0.1
13798,444,Champions,53,1,10,0.1
12962,422,Promising,2,7,106,0.1
12970,422,Promising,2,7,315,0.1
12762,424,Promising,2,7,18,0.1
14321,443,Loyalist,5,10,100.6,0.099403579
14401,444,Champions,13,4,40.4,0.099009901
12714,444,Champions,5,9,91.6,0.098253275
13238,432,Potential Loyalist,4,17,174.2,0.097588978
14277,434,Promising,3,15,154,0.097402597
14215,443,Loyalist,6,11,113,0.097345133
17567,444,Champions,8,7,72.2,0.096952909
14110,444,Champions,12,3,31,0.096774194
16440,444,Champions,5,7,72.4,0.096685083
17404,444,Champions,15,4,41.4,0.096618357
12381,444,Champions,5,4,41.4,0.096618357
17937,444,Champions,7,8,83,0.096385542
17095,333,Potential Loyalist,3,22,228.6,0.09623797
16103,443,Loyalist,6,7,73.2,0.095628415
13546,432,Potential Loyalist,3,12,125.8,0.095389507
16525,444,Champions,26,2,21,0.095238095
17511,444,Champions,28,2,21,0.095238095
15602,444,Champions,9,8,84,0.095238095
15640,444,Champions,15,4,42.4,0.094339623
14735,444,Champions,20,3,32,0.09375
17629,444,Champions,8,5,53.4,0.093632959
17590,433,Promising,3,2,21.4,0.093457944
13767,444,Champions,31,2,21.4,0.093457944
12798,434,Promising,3,10,107.6,0.092936803
15434,433,Promising,4,8,86.2,0.092807425
12787,432,Potential Loyalist,3,9,97.2,0.092592593
13230,444,Champions,13,4,43.2,0.092592593
17682,444,Champions,6,10,108.2,0.092421442
18179,444,Champions,6,9,97.4,0.092402464
17386,434,Promising,4,7,76,0.092105263
12683,444,Champions,11,4,43.6,0.091743119
16532,434,Promising,3,17,186,0.091397849
16660,433,Promising,3,16,177,0.09039548
12700,434,Promising,4,7,78.2,0.089514066
17034,433,Promising,3,16,179,0.089385475
15676,334,Potential Loyalist,3,18,201.8,0.089197225
13950,433,Promising,4,11,123.4,0.089141005
12951,443,Loyalist,6,8,89.8,0.08908686
15561,433,Promising,3,11,123.6,0.088996764
13064,433,Promising,4,12,135.4,0.088626292
13949,444,Champions,6,2,22.6,0.088495575
14805,432,Potential Loyalist,4,15,169.6,0.088443396
13881,444,Champions,16,3,34,0.088235294
15206,431,Potential Loyalist,4,10,113.6,0.088028169
17739,444,Champions,7,11,125,0.088
17929,433,Promising,4,11,125.6,0.087579618
17621,333,Potential Loyalist,3,21,241.2,0.087064677
14910,432,Potential Loyalist,4,2,23,0.086956522
12720,444,Champions,21,2,23,0.086956522
14766,444,Champions,6,8,92.4,0.086580087
16929,443,Loyalist,7,3,35,0.085714286
14562,444,Champions,17,3,35,0.085714286
17988,441,Loyalist,5,11,129,0.085271318
13203,433,Promising,4,9,105.6,0.085227273
16283,443,Loyalist,5,5,58.8,0.085034014
17324,433,Promising,4,17,200,0.085
14534,444,Champions,18,2,23.6,0.084745763
14577,432,Potential Loyalist,4,12,142.6,0.084151473
17198,333,Potential Loyalist,3,23,274.8,0.083697234
18188,434,Promising,3,15,182.8,0.082056893
12695,433,Promising,4,7,85.4,0.081967213
15194,444,Champions,15,3,36.6,0.081967213
12427,333,Potential Loyalist,3,21,256.6,0.081839439
17426,434,Promising,4,8,97.8,0.081799591
15467,432,Potential Loyalist,3,9,110.2,0.081669691
13658,434,Promising,3,9,110.4,0.081521739
12783,444,Champions,5,2,24.6,0.081300813
16592,444,Champions,9,4,49.4,0.08097166
18180,443,Loyalist,6,4,49.4,0.08097166
16899,443,Loyalist,6,7,86.6,0.080831409
16458,444,Champions,18,2,24.8,0.080645161
17924,444,Champions,5,11,136.8,0.080409357
13994,444,Champions,6,3,37.4,0.080213904
12451,444,Champions,5,10,124.8,0.080128205
17402,444,Champions,12,4,50,0.08
14419,443,Loyalist,6,10,125.4,0.079744817
17188,444,Champions,6,11,138.2,0.07959479
12989,444,Champions,13,3,37.8,0.079365079
14132,444,Champions,11,2,25.2,0.079365079
13668,444,Champions,21,2,25.2,0.079365079
13389,433,Promising,3,11,139,0.079136691
14290,444,Champions,5,11,139,0.079136691
17686,444,Champions,5,7,88.8,0.078828829
16672,444,Champions,18,2,25.4,0.078740157
13079,442,Loyalist,5,4,51,0.078431373
16005,432,Potential Loyalist,3,12,153.6,0.078125
17730,444,Champions,13,3,38.6,0.077720207
15033,444,Champions,10,4,51.8,0.077220077
15189,444,Champions,38,1,13,0.076923077
17528,444,Champions,7,1,13,0.076923077
16657,433,Promising,4,9,117.4,0.076660988
15436,433,Promising,3,12,156.6,0.076628352
13630,444,Champions,7,5,66,0.075757576
13709,444,Champions,8,3,40,0.075
13534,444,Champions,18,2,26.8,0.074626866
13408,444,Champions,41,1,13.4,0.074626866
15793,433,Promising,3,14,188.2,0.074388948
17411,433,Promising,3,12,161.4,0.074349442
13258,433,Promising,3,11,148,0.074324324
13502,432,Potential Loyalist,3,16,216.2,0.07400555
12654,432,Potential Loyalist,4,10,135.2,0.073964497
12839,444,Champions,14,2,27.2,0.073529412
14583,443,Loyalist,5,5,68.2,0.073313783
17864,432,Potential Loyalist,3,12,164.2,0.073081608
16062,433,Promising,4,9,123.6,0.072815534
14655,434,Promising,4,8,110.4,0.072463768
12471,444,Champions,20,2,27.8,0.071942446
15854,444,Champions,10,4,55.6,0.071942446
17768,434,Promising,3,8,111.4,0.071813285
12723,433,Promising,3,3,41.8,0.071770335
12719,422,Promising,2,5,60,0.071428571
12673,422,Promising,2,5,321,0.071428571
13468,444,Champions,36,1,14,0.071428571
14658,422,Promising,2,5,112,0.071428571
14646,444,Champions,45,1,14,0.071428571
14354,421,Promising,2,5,25,0.071428571
13596,422,Promising,2,5,7,0.071428571
13736,422,Promising,2,5,255,0.071428571
13822,422,Promising,2,5,35,0.071428571
14825,444,Champions,12,3,42,0.071428571
16561,422,Promising,2,5,54,0.071428571
17315,444,Champions,35,1,14,0.071428571
15932,444,Champions,8,4,56.2,0.071174377
14282,444,Champions,15,3,42.4,0.070754717
16094,433,Promising,3,11,155.6,0.070694087
17481,433,Promising,4,3,42.6,0.070422535
13196,433,Promising,3,11,157,0.070063694
14723,443,Loyalist,5,10,142.8,0.070028011
16682,443,Loyalist,5,4,58.2,0.068728522
13263,444,Champions,33,1,14.6,0.068493151
14173,432,Potential Loyalist,3,10,146.2,0.068399453
16779,444,Champions,21,2,29.4,0.068027211
13362,434,Promising,4,9,133,0.067669173
17870,444,Champions,9,2,29.6,0.067567568
14720,433,Promising,3,5,74.6,0.067024129
17705,443,Loyalist,9,3,45.2,0.066371681
18283,443,Loyalist,14,3,45.6,0.065789474
15380,444,Champions,5,8,122.6,0.065252855
12877,443,Loyalist,12,3,46,0.065217391
18044,444,Champions,10,4,61.4,0.06514658
17735,444,Champions,18,2,30.8,0.064935065
12668,434,Promising,4,11,170,0.064705882
13309,443,Loyalist,5,7,108.4,0.064575646
14546,444,Champions,5,5,77.8,0.064267352
13174,434,Promising,3,16,250.6,0.063846768
15073,433,Promising,3,9,141,0.063829787
15394,434,Promising,4,9,142.8,0.06302521
14440,444,Champions,5,8,127,0.062992126
13126,444,Champions,7,4,64,0.0625
16678,444,Champions,12,2,32,0.0625
16201,433,Promising,4,3,48,0.0625
12584,444,Champions,9,3,48.2,0.062240664
15965,433,Promising,3,17,273.4,0.062179956
17019,433,Promising,4,11,177.6,0.061936937
16191,444,Champions,10,2,32.4,0.061728395
14047,444,Champions,5,8,130.4,0.061349693
14868,444,Champions,7,3,49,0.06122449
15628,444,Champions,9,4,65.4,0.06116208
17090,444,Champions,7,4,66,0.060606061
14428,443,Loyalist,5,7,115.6,0.060553633
17675,444,Champions,29,1,16.6,0.060240964
18245,444,Champions,5,7,117.4,0.059625213
16885,432,Potential Loyalist,3,15,252,0.05952381
14698,443,Loyalist,5,1,16.8,0.05952381
18065,444,Champions,6,5,84.2,0.059382423
15023,444,Champions,11,3,50.8,0.059055118
14696,444,Champions,7,4,68,0.058823529
12429,434,Promising,4,9,153,0.058823529
14085,444,Champions,16,2,34.4,0.058139535
17812,433,Promising,4,12,207.2,0.057915058
13883,434,Promising,3,10,173.4,0.057670127
13098,444,Champions,26,1,17.4,0.057471264
13083,421,Promising,2,4,71,0.057142857
13173,422,Promising,2,4,363,0.057142857
12925,422,Promising,2,4,70,0.057142857
13311,423,Promising,2,4,146,0.057142857
13417,422,Promising,2,4,201,0.057142857
12646,423,Promising,2,4,45,0.057142857
14629,423,Promising,2,4,43,0.057142857
15274,422,Promising,2,4,14,0.057142857
15690,421,Promising,2,4,96,0.057142857
16811,422,Promising,2,4,13,0.057142857
16642,423,Promising,2,4,203,0.057142857
16968,422,Promising,2,4,103,0.057142857
16200,423,Promising,2,4,160,0.057142857
16149,422,Promising,2,4,138,0.057142857
17817,422,Promising,2,4,273,0.057142857
18030,422,Promising,2,4,38,0.057142857
17254,421,Promising,2,4,11,0.057142857
12583,444,Champions,15,2,35.2,0.056818182
14056,444,Champions,23,1,17.8,0.056179775
18097,444,Champions,5,7,125,0.056
15862,433,Promising,4,8,143,0.055944056
17728,434,Promising,3,3,53.8,0.055762082
15498,444,Champions,17,2,36,0.055555556
13756,444,Champions,12,2,36,0.055555556
17346,444,Champions,14,3,54,0.055555556
14146,434,Promising,4,8,145,0.055172414
16987,444,Champions,6,3,54.4,0.055147059
18225,444,Champions,12,3,55,0.054545455
13305,444,Champions,10,4,73.4,0.054495913
12560,434,Promising,3,5,91.8,0.054466231
13924,444,Champions,6,1,18.4,0.054347826
13956,443,Loyalist,5,5,92.4,0.054112554
17017,444,Champions,16,2,37.2,0.053763441
17115,433,Promising,3,8,149.4,0.053547523
17218,444,Champions,10,4,75,0.053333333
15414,433,Promising,3,9,169.6,0.053066038
12362,444,Champions,10,3,56.8,0.052816901
16938,434,Promising,4,8,153.8,0.052015605
12828,443,Loyalist,6,2,38.8,0.051546392
17949,444,Champions,29,1,19.4,0.051546392
12417,444,Champions,9,3,58.4,0.051369863
14189,444,Champions,14,2,39,0.051282051
15568,433,Promising,3,2,39.4,0.050761421
14083,443,Loyalist,8,4,79.6,0.050251256
16873,444,Champions,6,4,79.8,0.050125313
16038,432,Potential Loyalist,3,7,140.8,0.049715909
18109,444,Champions,25,1,20.2,0.04950495
14897,433,Promising,4,7,142.8,0.049019608
17757,444,Champions,30,1,20.4,0.049019608
15187,444,Champions,14,1,20.6,0.048543689
13884,433,Promising,4,7,145.6,0.048076923
14503,444,Champions,6,3,62.4,0.048076923
17243,444,Champions,26,1,21,0.047619048
18237,443,Loyalist,5,2,42,0.047619048
14931,443,Loyalist,5,4,84,0.047619048
14251,444,Champions,5,1,21.4,0.046728972
13021,444,Champions,8,4,85.8,0.046620047
15197,433,Promising,3,10,214.8,0.046554935
13471,434,Promising,4,1,22,0.045454545
13495,444,Champions,5,7,155,0.04516129
14540,433,Promising,3,9,200.4,0.04491018
13267,444,Champions,14,2,45.2,0.044247788
17676,443,Loyalist,6,4,90.4,0.044247788
16496,433,Promising,3,8,181,0.044198895
13211,433,Promising,3,10,229.8,0.043516101
13536,444,Champions,7,1,23,0.043478261
16426,443,Loyalist,7,2,46,0.043478261
16523,444,Champions,18,1,23,0.043478261
12747,444,Champions,11,2,46.2,0.043290043
17238,444,Champions,15,2,46.4,0.043103448
17250,422,Promising,2,3,258,0.042857143
17290,422,Promising,2,3,13,0.042857143
17666,423,Promising,2,3,62,0.042857143
18154,422,Promising,2,3,40,0.042857143
18005,421,Promising,2,3,44,0.042857143
12716,423,Promising,2,3,130,0.042857143
14572,444,Champions,7,3,70,0.042857143
14140,422,Promising,2,3,28,0.042857143
16495,423,Promising,2,3,273,0.042857143
16313,422,Promising,2,3,46,0.042857143
16620,421,Promising,2,3,257,0.042857143
17119,422,Promising,2,3,56,0.042857143
15822,423,Promising,2,3,356,0.042857143
16393,444,Champions,13,2,46.8,0.042735043
14141,433,Promising,4,2,47,0.042553191
14418,434,Promising,3,3,70.8,0.042372881
15156,433,Promising,3,1,23.8,0.042016807
13507,434,Promising,4,3,72.2,0.041551247
13225,444,Champions,7,3,74,0.040540541
15159,444,Champions,19,1,25.2,0.03968254
16905,444,Champions,6,5,126.6,0.039494471
16600,443,Loyalist,6,4,103.8,0.038535645
16210,444,Champions,17,1,26,0.038461538
13102,444,Champions,20,1,26,0.038461538
16949,443,Loyalist,6,3,78.6,0.038167939
13318,433,Promising,3,1,26.4,0.037878788
12724,433,Promising,4,5,132.2,0.037821483
15572,444,Champions,5,4,106,0.037735849
16688,433,Promising,4,1,26.6,0.037593985
12437,444,Champions,15,1,26.6,0.037593985
14191,444,Champions,13,1,26.8,0.037313433
17049,444,Champions,8,2,53.6,0.037313433
15298,444,Champions,11,2,54,0.037037037
15701,433,Promising,4,2,54.4,0.036764706
18092,444,Champions,10,2,54.8,0.03649635
14032,444,Champions,11,2,56,0.035714286
14702,444,Champions,17,1,28,0.035714286
15984,444,Champions,10,2,56.8,0.035211268
17579,432,Potential Loyalist,3,4,114.8,0.034843206
14618,433,Promising,3,9,261.8,0.034377387
14759,433,Promising,3,4,117.6,0.034013605
15680,433,Promising,3,9,267,0.033707865
14739,444,Champions,7,4,119,0.033613445
15550,432,Potential Loyalist,4,4,119.4,0.033500838
13705,433,Promising,3,7,210.6,0.033238367
12782,444,Champions,5,4,120.4,0.033222591
12766,444,Champions,7,3,91,0.032967033
14395,444,Champions,9,2,61.6,0.032467532
13743,444,Champions,7,2,62,0.032258065
14769,444,Champions,8,2,62.4,0.032051282
14649,433,Promising,3,4,125.6,0.031847134
18219,444,Champions,9,2,62.8,0.031847134
17451,444,Champions,5,1,31.4,0.031847134
15145,433,Promising,4,4,126,0.031746032
15136,433,Promising,3,2,63.2,0.03164557
15484,434,Promising,4,1,31.6,0.03164557
14217,444,Champions,16,1,31.6,0.03164557
16500,442,Loyalist,5,4,126.6,0.031595577
17677,444,Champions,18,1,31.8,0.031446541
12621,444,Champions,17,1,32,0.03125
16161,444,Champions,19,1,32,0.03125
13104,443,Loyalist,6,3,96.4,0.031120332
13769,444,Champions,9,2,64.6,0.030959752
17861,444,Champions,7,3,97,0.030927835
16817,444,Champions,9,2,64.8,0.030864198
12749,434,Promising,4,3,98,0.030612245
14907,444,Champions,6,3,99.4,0.030181087
15028,433,Promising,3,8,267.6,0.029895366
15031,433,Promising,4,4,135.2,0.029585799
14796,444,Champions,17,1,34,0.029411765
17744,444,Champions,6,3,102.6,0.029239766
18272,444,Champions,6,2,69.4,0.028818444
16143,444,Champions,6,3,104.2,0.028790787
16368,422,Promising,2,2,26,0.028571429
14904,423,Promising,2,2,23,0.028571429
15883,422,Promising,2,2,31,0.028571429
17503,422,Promising,2,2,36,0.028571429
17232,422,Promising,2,2,12,0.028571429
12994,433,Promising,3,4,141.6,0.028248588
12347,444,Champions,7,2,71,0.028169014
16979,444,Champions,6,3,106.8,0.028089888
15443,444,Champions,7,1,36,0.027777778
13013,444,Champions,12,1,36,0.027777778
12615,434,Promising,4,2,72.2,0.027700831
13870,444,Champions,6,2,72.6,0.027548209
13860,433,Promising,4,1,36.4,0.027472527
16794,443,Loyalist,9,1,36.4,0.027472527
14794,443,Loyalist,7,2,73,0.02739726
15053,433,Promising,3,4,146.6,0.02728513
12913,444,Champions,5,4,147,0.027210884
14415,444,Champions,13,1,36.8,0.027173913
17602,444,Champions,6,2,73.6,0.027173913
15453,443,Loyalist,7,1,38,0.026315789
14135,444,Champions,14,1,38.8,0.025773196
16016,443,Loyalist,7,3,117,0.025641026
17042,443,Loyalist,5,2,78.2,0.025575448
13890,444,Champions,9,1,39.8,0.025125628
13269,444,Champions,13,1,40.6,0.024630542
16401,444,Champions,12,1,41,0.024390244
12955,444,Champions,11,1,41.6,0.024038462
17883,433,Promising,4,3,124.8,0.024038462
17644,444,Champions,8,1,42,0.023809524
17091,444,Champions,7,2,84,0.023809524
17593,444,Champions,5,3,127.2,0.023584906
17827,434,Promising,3,5,214,0.023364486
17618,433,Promising,3,5,217.2,0.023020258
17449,444,Champions,6,2,88.8,0.022522523
16711,444,Champions,5,3,133.2,0.022522523
12935,444,Champions,6,2,89.6,0.022321429
13838,432,Potential Loyalist,3,5,224,0.022321429
13599,444,Champions,15,1,45,0.022222222
17097,443,Loyalist,7,2,90,0.022222222
15392,434,Promising,4,4,186.4,0.021459227
14673,444,Champions,5,3,140.4,0.021367521
14608,434,Promising,4,4,188.6,0.021208908
15907,433,Promising,3,3,145.2,0.020661157
15750,444,Champions,7,2,98,0.020408163
14871,432,Potential Loyalist,4,3,147,0.020408163
14075,433,Promising,3,4,196.6,0.02034588
15399,433,Promising,3,1,49.8,0.020080321
17526,434,Promising,4,4,199.6,0.02004008
14293,433,Promising,4,3,152.4,0.019685039
17554,444,Champions,5,1,51,0.019607843
13314,433,Promising,3,1,51.6,0.019379845
15214,444,Champions,8,1,52.2,0.019157088
13394,444,Champions,8,1,52.8,0.018939394
12826,443,Loyalist,7,2,107,0.018691589
17412,443,Loyalist,7,2,107,0.018691589
12820,433,Promising,4,3,167.6,0.017899761
14291,444,Champions,7,1,56,0.017857143
17491,444,Champions,10,1,56.6,0.017667845
17266,432,Potential Loyalist,3,2,115.4,0.017331023
15969,433,Promising,3,2,118.2,0.016920474
18210,444,Champions,6,1,60.8,0.016447368
14113,434,Promising,4,3,188,0.015957447
14730,444,Champions,7,1,64,0.015625
15157,433,Promising,3,3,193.4,0.015511892
17530,444,Champions,9,1,66.4,0.015060241
14737,433,Promising,3,3,205,0.014634146
17884,433,Promising,4,3,207.6,0.014450867
17668,422,Promising,2,1,37,0.014285714
17436,421,Promising,2,1,225,0.014285714
15877,422,Promising,2,1,16,0.014285714
17144,423,Promising,2,1,83,0.014285714
16933,423,Promising,2,1,238,0.014285714
16322,422,Promising,2,1,35,0.014285714
14138,423,Promising,2,1,62,0.014285714
13954,422,Promising,2,1,69,0.014285714
14520,422,Promising,2,1,289,0.014285714
12358,423,Promising,2,1,149,0.014285714
13404,421,Promising,2,1,211,0.014285714
13510,433,Promising,4,1,72.8,0.013736264
15796,444,Champions,8,1,73.4,0.013623978
18273,431,Potential Loyalist,3,2,148.2,0.013495277
14653,444,Champions,6,1,75.8,0.013192612
16271,443,Loyalist,5,2,153,0.013071895
17405,433,Promising,3,1,76.6,0.01305483
17522,443,Loyalist,5,1,81.8,0.012224939
17673,444,Champions,6,1,83.2,0.012019231
16358,434,Promising,4,1,87.8,0.011389522
13026,443,Loyalist,5,1,87.8,0.011389522
14719,443,Loyalist,5,1,89.6,0.011160714
16539,433,Promising,4,2,185.8,0.010764263
16892,432,Potential Loyalist,4,1,98,0.010204082
14708,433,Promising,3,2,201.6,0.009920635
15237,433,Promising,4,1,105.8,0.009451796
16891,443,Loyalist,5,1,127.4,0.007849294
17631,432,Potential Loyalist,3,1,127.8,0.007824726
14129,433,Promising,4,1,130.2,0.007680492
15208,443,Loyalist,5,1,136,0.007352941
15525,433,Promising,3,2,287.8,0.00694927
14621,444,Champions,5,1,144,0.006944444
17856,434,Promising,4,1,151.6,0.006596306
15898,443,Loyalist,5,1,151.8,0.006587615
13680,434,Promising,4,1,194,0.005154639
16442,432,Potential Loyalist,3,1,207.4,0.004821601
17830,432,Potential Loyalist,3,1,213.4,0.004686036
16833,433,Promising,3,1,221.4,0.004516712
13077,433,Promising,3,1,246.4,0.004058442
13069,444,Champions,20,0,28.2,0
12985,423,Promising,2,0,28,0
13113,444,Champions,23,0,20.4,0
13426,444,Champions,10,0,66.4,0
12433,444,Champions,6,0,93.4,0
12423,444,Champions,8,0,85.2,0
12518,444,Champions,5,0,31.2,0
12526,433,Promising,3,0,50.6,0
12748,444,Champions,114,0,4.6,0
12662,444,Champions,10,0,53.2,0
12680,433,Promising,4,0,53.4,0
13777,444,Champions,24,0,20,0
14051,444,Champions,22,0,23,0
14422,444,Champions,6,0,97.6,0
14441,434,Promising,4,0,117,0
14446,433,Promising,4,0,120.4,0
16705,444,Champions,12,0,47,0
16626,444,Champions,17,0,25,0
16954,444,Champions,8,0,84,0
17001,444,Champions,11,0,40.2,0
16446,424,Promising,2,0,205,0
16558,444,Champions,20,0,29,0
15910,443,Loyalist,8,0,47.6,0
15804,444,Champions,13,0,26.2,0
15694,444,Champions,14,0,40.6,0
15344,432,Potential Loyalist,3,0,40,0
15311,444,Champions,90,0,5,0
18102,444,Champions,26,0,24,0
17581,444,Champions,10,0,49,0
17490,444,Champions,6,0,68.6,0
17754,444,Champions,5,0,93.4,0
17389,444,Champions,32,0,15,0
17364,444,Champions,10,0,52.6,0
17428,444,Champions,21,0,25.6,0
